,Chat_msg,sent,sentiment
6446,yeh,,0
6447,hi,,0
6448,hi,,0
6449,no worries fam,,0
6450,hii,,0
6451,hi,,0
6452, ,,0
6453,yeah i just found it thanks,,0
6454,yes you can check your wallet here  find the post regarding wallet,,1
6455,o nice kind of confusing lol so the talisman gets airdropped in my wallet right,,-1
6456,anytime fam,,0
6457,you already did in the dyno form  ,,0
6458,thanks,,0
6459,where does one submit wallet,,1
6460, ,,0
6461,hi fam an og bohemian earns  woopday and a guru master  the staking platform has no locking mechanism so you can unstake whenever you feel like,,1
6462,yoo,,0
6463,yo,,0
6464,hi where i can found info about staking,,0
6465,good,,0
6466,yes me too bro  ,,0
6467,hey glad you made it  ,,0
6468,yoo,,0
6469, for those who havent seen,,0
6470,gm everyone,,0
6471,yo,,0
6472,thx you bro,,0
6473,congrats for the role,,1
6474,hii,,0
6475,hi,,0
6476,hi,,0
6477,gm fam,,0
6478,gm,,0
6479,sounds fun and hectic hahaha,,1
6480,sup,,0
6481,aahah u had a tough day relax a bit  ,,0
6482,sup fam,,0
6483,hey,,0
6484,been wrangling  olds all day at a bday party glad to be chilling good sat for everyone i hope,,0
6485,good eve fam,,0
6486,good evening bohos,,0
6487,woot,,1
6488,no worries fam,,0
6489,okay thx,,0
6490,no as long as your guru master was staked during the snapshot that wallet will get airdrop of talisman token,,0
6491,thx you sir,,0
6492,for talisman airdrop,,1
6493,do wee need to submit wallet somewhere,,1
6494,congrats,,1
6495,yeh sir,,0
6496,i see u got your role,,0
6497,good and you,,0
6498,and u how are u,,0
6499,nice sir,,0
6500,getting my coffee about to head out in a while  ,,0
6501,how are you,,0
6502,gm  ,,0
6503,gm sir,,0
6504,gm gm gm,,0
6505,y,,0
6506,hi how r u doing,,0
6507,w,,0
6508,thanks  ,,0
6509,will last till mondaytuesday,,0
6510,it recently started,,0
6511,when talisman drop guys,,0
6512,hi,,0
6513,boom that s the one thank you,,1
6514,sorry it didnt copy the right one ehehe,,0
6515,gm,,0
6516,just here chilling   ,,0
6517,it s not there for me,,-1
6518,sup,,0
6519,  please,,0
6520,yo,,0
6521,thank you   just filled now the form all gucci,,1
6522,so as long as you sent the wallet there you good,,1
6523,hey fam you have talisman master ii you have time till monday to submit the wallet in talisman master ii,,1
6524,doing great bro,,0
6525,hey wanted to clarify for myself if i got wl role assigned only today and i filled the form for the drop today as well did i make it in time,,1
6526,good and you,,0
6527,how are you fam,,0
6528,hey,,0
6529,hello,,0
6530,gm,,0
6531,gm,,0
6532,gm fam,,0
6533,good morning guys,,0
6534,hello,,0
6535,gn,,0
6536,gn,,0
6537,okay thanks you sir,,0
6538,i ll catch up on it with you there   time for me to expand my collection,,0
6539,yep,,0
6540,role talisman master is wl sir,,1
6541,hi,,0
6542,hi,,0
6543, you meant this one,,0
6544,give me some minutes ill search up for it,,0
6545,at least a nuked which i think could see some action soon as there is a push to get the rest of the collection minted out,,1
6546,love it,,0
6547, this is my collection missing  all masters  ,,0
6548,nah it s not there it was fairly recent i thought it had its own announcement,,0
6549,absolutely,,0
6550,maybe it s time for me to pick one up,,0
6551,the first one,,0
6552,i believe you can find it in the manuscript,,0
6553,nice accumulating ,,1
6554,sorry fam i forgot to answer ya,,0
6555,  i also promised santi ill protest the jesus astro,,0
6556,ya i m actually doubling down,,0
6557,i saw an infographic for the woop ecosystem somewhere but can t find it anymore can someone help,,-1
6558,im all in boho ,,1
6559,ofc fam only collection i got  nfts of,,1
6560,glad you are hyped too,,1
6561,ahah lfg fam,,1
6562,yea holding onto that like your sac doubt you re throwing that  ,,0
6563,primates looking good lil bit if a wild card but nice upside,,1
6564,big shit coming fam lfg woop woop   looking forward to the  fabulosas,,1
6565,gn,,0
6566,gn,,0
6567,aa okk got it,,0
6568,it will be an upgrade to your boho basically,,1
6569,technically the  avatar isnt a mint,,-1
6570,haha i m trying to find smth within the bear  ,,0
6571,yeah,,0
6572,  essentially two mints coming up right,,1
6573,i see you re prob doing well yourself,,0
6574,fabulosa is for raffles and the  boho will be minted as a  avatar,,0
6575,so thats separate from fabulosa,,0
6576,haha you eating bro,,0
6577,it is well described in the latest ,,0
6578,to create your  bohemian avatar,,0
6579,ya i ve atleast got my mint covered,,1
6580,amazing,,1
6581,so what are the transportis used for,,0
6582,transportaris dont count,,0
6583,so i will receive  wl tokens,,1
6584,for example i have  gurus,,0
6585,now to get some funds up hahah,,1
6586,yea my man  me too me too,,0
6587,pumped for the fr upcoming mint,,1
6588, master  wl token fam,,1
6589,big boy ,,0
6590,what up ,,0
6591,wassup,,0
6592,hey,,0
6593,and the master guru is staked,,-1
6594,wait i thought essentially if you had the  transportis and master guru u get a talisman for every combo of the  transportis  fam can u help me understand it all assume i have each of the trasnportis and a master guru what do i need for fabulosa,,0
6595,woop woop          ,,1
6596,can someone link me to the woop eco system infographic please,,1
6597,sup,,0
6598,wait the talisman is the wl token for fabulosa it has nothing to do with the transportaris,,1
6599,if u have all the four elements and the talisman u need a certain amount of woop right,,1
6600,i have  love letters ,,0
6601,you have an og bohemian,,1
6602,holder since mint but still not wl for the fabulosa mint  ,,-1
6603,mint will be in sol,,1
6604,boho fam how many woops needed for a mint of fabulosa,,1
6605,how are we going this morning,,0
6606,lol,,0
6607,gm,,0
6608,gm,,0
6609,it will be posted on  so keep an eye,,0
6610,we don t know the address yet,,0
6611,how about the wl token look liked address started with xxxxx ,,1
6612,hey,,0
6613,hey fam,,0
6614,hiiii,,0
6615, ,,0
6616,hi how many supply for the talisman,,1
6617,any mods here,,0
6618,yeah how to find my wallet so many wallets i use my phone,,1
6619,one of the phases of wl,,1
6620,talisman master  is wl correct,,1
6621, ,,0
6622,you find the list on ,,0
6623,how to check my wallet submitted,,1
6624,gv,,0
6625,hi mate,,0
6626,only guru masters have the wl guaranteed og bohemians will take part in a  talismans raffle,,1
6627,you have a guru in staking,,0
6628,can i mint fabulosa ,,1
6629,i cant wait oooooo,,1
6630,hmmm,,0
6631,hi,,0
6632,sorry,,0
6633,thanks i think airdrop end,,0
6634,airdrop started recently youll receive it throughout the weekend and monday,,1
6635,you will receive the wl token,,1
6636,hello,,0
6637,hello airdrop token nft,,1
6638,hello,,0
6639,thx you,,0
6640, please go to  and fil up the form congrats,,1
6641,is token airdrop started,,1
6642,hi,,0
6643,already woop woop staked  ,,1
6644,heyyo,,0
6645,lfg  welcome to bohemia dont forget to ,,1
6646,i believe in magic   just bought the viking   ,,1
6647,hey,,0
6648,yoo,,0
6649,yooo,,0
6650,ok,,0
6651,hey,,0
6652,helllooo,,0
6653,hey,,0
6654,hey  ,,0
6655,yes my country is very beautiful,,1
6656,lol  ,,0
6657,nearly got lost haha,,0
6658,i was there when i was ,,0
6659,planning to visit again soon,,0
6660,i love spain,,1
6661,nicee,,0
6662,yes sir,,0
6663,espanol,,0
6664,im doing good sir,,0
6665,thats the way boho  ,,0
6666,i had a long day fun and with incidents aswell  how you doing,,0
6667,had mine staked since the transformation,,-1
6668,sweeeeeeeeeet,,0
6669,so for each guru master wich was staked when snapshot was taken you will recive one wl token,,1
6670,how are you,,0
6671,hey hey,,0
6672,cool holding guru master is auto wl,,1
6673, hey sir,,0
6674,yes presale is wl mint     ,,1
6675,if you have guru master do you get access to pre sale,,1
6676,thank you,,0
6677,just access to the mint mint price ,,1
6678,sweet thank you is it free with talisman or does that just give access to the mint,,1
6679,gm,,0
6680,gm,,0
6681,as long as it was staked you good,,-1
6682,correct,,0
6683,gn,,0
6684,hii,,0
6685,question ive been on vacation  i have a master guru bohemian so that means ill be airdropped a tailsman and then can mint fabulosa,,0
6686,hii,,0
6687,gn,,0
6688,sup,,0
6689,hey,,0
6690,evening,,0
6691,gm,,0
6692,gm,,0
6693,hii,,0
6694,talismanmasterii channel,,0
6695,hi,,0
6696,  ,,0
6697,copy that thanks fam,,0
6698,because the list is for the other daos,,0
6699,guys is the talisman airdropped alr,,1
6700,in the wallet where the bohos are,,1
6701,okay sounds good why isnt my wallet address on list,,1
6702,then you will be airdroped the talisman sunday or monday  ,,1
6703,lfg  mint details are out,,1
6704,for a while now,,0
6705,yes they are,,0
6706,from thursday,,0
6707,are your guru masters bohos staked,,-1
6708,sup guys,,0
6709,what up fam i am not finding my address on the list for talisman kind of confusing,,-1
6710,hey,,0
6711,so much news,,0
6712,hello hello,,0
6713,the airdrop slowly beginned will last till mondaytuesday,,1
6714,no you dont as long as ur guru is staked u good,,0
6715,do have to submit wallet for the fabulosa,,1
6716,d,,0
6717,wooooop cant wait,,1
6718,perfect thanks boss,,0
6719, ,,0
6720,you already submitted wallet in form fam,,1
6721,hey you already got wl from cyclopes form,,1
6722,your welcome,,0
6723,doing good thanks,,0
6724,good and you,,0
6725,how are you,,0
6726,have the talisman been dropped for guru bohos,,0
6727,hello,,0
6728,hello,,0
6729,hey,,0
6730,hey   i came  in the poker but dont have permission to post wallet info in wallet channel to claim my prize thanks,,-1
6731,hey  ,,0
6732,ask a mod because i have no idea,,-1
6733,where can i ccheck my wallet,,1
6734,gm,,0
6735,  ,,0
6736,hii,,0
6737,hi,,0
6738, sol for wl,,1
6739,what is the mint price for this nft,,1
6740,yoo,,0
6741,yo,,0
6742,hey  ,,0
6743,yo all,,0
6744,looking forward to it,,1
6745,perfect thanks fam,,0
6746,hi,,0
6747,sup fam,,0
6748,talisman will be airdropped tomorrow and on monday ,,1
6749,hey fam hope yall are well fam ididnt get my talisman,,-1
6750,i already understand  ,,0
6751,i see you have vandals profile picture so im asking wen boho ,,0
6752,wen boho pfp come ooooon,,1
6753,oh wow  mint im relieved now,,1
6754,yeh bro thx you,,0
6755,wooow congrats broho   ,,1
6756,daaamn looking goood,,1
6757,av ,,0
6758,it is a role that they give to the most active,,0
6759,hi,,0
6760, ,,0
6761,you are the chosen one for what,,0
6762, ,,0
6763,hii,,0
6764,hi,,0
6765,thats very awesome,,1
6766,ohhh im here before the first mint around end of january i felt in love with the art of gringograss take a look at   and in love with the community from the beginning   ,,1
6767,is a friend of mine invite me to this community and you,,0
6768,so how did you end up here what attracted you to the boho fam,,0
6769,whats up,,0
6770,no     ,,0
6771,   ,,0
6772,im good good you came for the new mint,,0
6773,yes sure  hw are you doing,,0
6774,am good and you,,0
6775,hi darlin is that you on the pfp,,0
6776,av ,,0
6777,hi,,0
6778,woopwoop,,1
6779,hello all new brohos,,0
6780,thats very good,,0
6781,hello,,0
6782,hlooo everyone,,0
6783,hello,,0
6784,doing good bro,,0
6785,hi,,0
6786,hello,,0
6787,hw are you doing,,0
6788,yeh bro,,0
6789,gm,,0
6790, sol very reasonable price can t wait for my fabulosa to arrive,,1
6791,thats very good,,0
6792,cant wait to mint,,1
6793,hey sir,,0
6794,gm everyone,,0
6795,hi,,0
6796,hey,,0
6797,hey all,,0
6798,im good,,0
6799,am good and you,,0
6800,whats up bro,,0
6801,perfect    ,,1
6802,gm sir,,0
6803,hello,,0
6804,good morning sir how are you,,0
6805,we always have tricks up our sleeves,,0
6806,aightttt hhehesorry sometimes i tend to forget,,0
6807,gm guys,,0
6808, come up here sir ,,0
6809,you already did,,0
6810,who knows ,,0
6811,wen wl wallet submision guys,,1
6812,whats up,,0
6813,hello,,0
6814,  hey,,0
6815,yooo,,0
6816,  any more big announcements coming in upcoming days ,,0
6817,love you fam    ,,0
6818,sooo excited for everything to come with bohemia i love you all brothers   ,,1
6819,the process is described in ,,0
6820,transportaris were airdropped last month and will be fundamental to create a  bohemina avatar,,1
6821,sup,,0
6822,what was bohemia transpotrati,,0
6823,okk think i got it,,0
6824,sup guys,,0
6825,yeah just write it down there,,0
6826,i have created a ticket how do i add the letter  its  if that helps,,0
6827,hey fam sorry about that can you please go on  and kindly indicate the id of the letter they should be able to help ya,,0
6828,hoping to get some help  have been holding a master guru letter for overt a week waiting for it to show up at the ayahuasca retreat so i can turn my guy into a guru master but it still doesnt show up,,-1
6829,yeah i think so all tokens usually are,,0
6830,will it will be trade in fff,,1
6831,definitely,,0
6832,hw is everything,,0
6833,by having  talisman by purchasing from fff in listed is it possible,,1
6834,so yeah as long as you have talismans you can mint multiple fabulosa from the same wallet,,1
6835,read above fam  ,,0
6836,you can mint  for talisman,,1
6837,when will the talismans be handed out,,1
6838,one i guess,,0
6839,lets wait,,0
6840,can u mint  in one wallet,,1
6841,we don t have that yet,,0
6842,token address ser,,1
6843,it will last till monday so don t panic fam  ,,0
6844,distribution has started,,1
6845,when ,,0
6846,talisman master get their token,,1
6847,yeh bro,,0
6848,when will,,0
6849,thats very good,,0
6850,doing good bro,,0
6851,hi,,0
6852,hello,,0
6853,hw are you doing,,0
6854,hi,,0
6855,gm,,0
6856,gm,,0
6857,all good bro,,0
6858,whats up,,0
6859,hello everyone,,0
6860,hey,,0
6861,hey everyone,,0
6862,wagmi,,1
6863,hey,,0
6864,all good bro,,0
6865,yurrrr,,0
6866,all good,,0
6867,sup fam,,0
6868,hey hey what s good,,0
6869,hey dude,,0
6870,hey buddies,,0
6871,wooop,,0
6872,hii,,0
6873,hi,,0
6874,hello,,0
6875,hii,,0
6876,hey  ,,0
6877,hi all,,0
6878,wagmi,,1
6879,lfg,,1
6880,if you really want one off course,,1
6881,unfortunately we cant give wl to everyone  but second market its always a good option,,1
6882,woop woop   ,,1
6883,they didn t give me wl so i m out,,-1
6884,this is absolutely stunning  ,,1
6885,yoo,,0
6886,ayahuasca vibes,,0
6887,yo,,0
6888,amazing art,,1
6889,hey there,,0
6890,hype,,1
6891,lfg fam,,1
6892,lfggggggg,,1
6893,yes i hope so,,0
6894,thats nice dude i hope we both get talismans by mint day,,1
6895,i just chilling and vibbing here,,0
6896,hey sis,,0
6897,at least you stay happy ill fix it  ,,0
6898,hello sir,,0
6899,oh im sorry to hear that,,0
6900,not sure fam there might still be some raffles ongoing but idk,,0
6901,nice,,0
6902,i explained above  what are you doing,,0
6903,is tailsman master i role closed or still ongoing,,1
6904,im bad but its okay thank you for asking  ,,-1
6905,good and you,,0
6906,fine and you,,0
6907,yoo,,0
6908,how are you guys,,0
6909,yo,,0
6910,no ser i read  and im pretty clear now,,0
6911,the talismans are the tokens as we speak airdrop started and will last till early tuesday,,1
6912,assuming they will be sent soon then huh,,0
6913,cool cool,,0
6914,token,,0
6915,can anyone tell me if the fabulosa mint is wallet or token based mint,,1
6916,yep sir  i am waiting and exciting for it,,1
6917,also check ,,0
6918,we have some talismans on raffle,,0
